ENTIDAD,NOM_ENT ,DISTRITO,INDIGENA,COMPLEJIDA,POBTOT,POBFEM,POBMAS,P_0A2,P_0A2_F,P_0A2_M,P_0A17,P_3A5,P_3A5_F,P_3A5_M,P_6A11,P_6A11_F,P_6A11_M,P_12A14,P_12A14_F,P_12A14_M,P3A5_NOA,P3A5_NOA_F,P3A5_NOA_M,P6A11_NOA,P6A11_NOAF,P6A11_NOAM,P12A14NOA,P12A14NOAF,P12A14NOAM,P3YM_HLI,P3YM_HLI_F,P3YM_HLI_M
26,Sonora,5,NO,Concentración Media,438184,220162,218022,14904,7391,7513,117174,18532,9236,9296,40972,20115,20857,21610,10416,11194,7526,3772,3754,1223,582,641,1028,413,615,2836,1059,1777
26,Sonora,6,NO,Concentrado 2,436310,221806,214504,17504,8612,8892,121283,19391,9609,9782,41263,20426,20837,21638,10613,11025,8702,4325,4377,1410,688,722,1339,588,751,3257,1407,1850
26,Sonora,7,NO,Disperso 2,358031,178101,179930,16154,7943,8211,106700,17132,8447,8685,34698,17081,17617,19160,9304,9856,6232,3019,3213,1024,477,547,1169,459,710,24437,11312,13125
27,Tabasco,1,NO,Disperso 2,342346,174054,168292,17848,8790,9058,114470,19331,9491,9840,39196,19209,19987,19249,9312,9937,3758,1863,1895,1563,745,818,1506,718,788,17070,8529,8541
27,Tabasco,2,NO,Disperso 1,433301,220968,212333,24937,12248,12689,156207,26642,13196,13446,53622,26263,27359,26089,12914,13175,9169,4434,4735,2404,1118,1286,2449,1206,1243,1319,623,696
27,Tabasco,3,NO,Concentración Media,354198,180631,173567,18441,9207,9234,120719,20926,10292,10634,41340,20533,20807,20672,10241,10431,4865,2344,2521,1412,694,718,1717,876,841,938,442,496
27,Tabasco,4,NO,Concentrado 2,393344,203978,189366,15392,7624,7768,106231,18165,8862,9303,36408,17945,18463,18149,8904,9245,3398,1674,1724,1317,660,657,892,440,452,26185,13371,12814
27,Tabasco,5,NO,Disperso 1,447988,228438,219550,21646,10657,10989,148563,25350,12468,12882,52062,25545,26517,25412,12536,12876,4350,2137,2213,1508,673,835,1295,621,674,32200,16118,16082
27,Tabasco,6,NO,Concentración Media,431421,220858,210563,20075,9888,10187,135329,22860,11427,11433,46577,22780,23797,23244,11434,11810,4640,2244,2396,1848,829,1019,1864,908,956,13313,6931,6382
28,Tamaulipas,1,NO,Concentrado 1,425055,215615,209440,19573,9701,9872,135686,23199,11490,11709,46884,23349,23535,23316,11480,11836,12192,5930,6262,2483,1176,1307,2371,1061,1310,1737,862,875
28,Tamaulipas,2,NO,Concentrado 2,343272,172263,171009,13512,6665,6847,93126,15528,7655,7873,32091,15816,16275,16403,8073,8330,6849,3376,3473,1786,886,900,1376,638,738,1772,863,909
28,Tamaulipas,3,NO,Disperso 2,401226,200747,200479,19919,9850,10069,130113,22264,11012,11252,44576,21740,22836,22277,10764,11513,11452,5627,5825,1893,870,1023,2167,972,1195,2190,1016,1174
28,Tamaulipas,4,NO,Altamente Concentrado 2,394957,201069,193888,17021,8397,8624,115994,19451,9681,9770,39224,19179,20045,20137,9870,10267,9984,4946,5038,1616,768,848,1455,612,843,2826,1402,1424
28,Tamaulipas,5,NO,Disperso 1,411106,210466,200640,17647,8624,9023,118932,19721,9738,9983,40414,19636,20778,20764,10284,10480,5767,2792,2975,1128,512,616,1172,495,677,725,351,374
28,Tamaulipas,6,NO,Muy Disperso 1,348796,176327,172469,15971,7898,8073,106022,17104,8561,8543,36183,17890,18293,18967,9351,9616,6484,3273,3211,1663,812,851,1888,798,1090,1082,489,593
28,Tamaulipas,7,NO,Concentrado 2,422042,215330,206712,17213,8572,8641,123548,20281,9945,10336,43172,21355,21817,21728,10605,11123,7288,3547,3741,1780,845,935,1540,646,894,4768,2482,2286
28,Tamaulipas,8,NO,Altamente Concentrado 2,351189,184623,166566,11259,5511,5748,81937,13762,6827,6935,27493,13502,13991,14297,7030,7267,3850,1872,1978,1081,529,552,835,355,480,2928,1567,1361
28,Tamaulipas,9,NO,Concentrado 2,430092,215155,214937,22843,11227,11616,141562,24463,12204,12259,49021,23978,25043,23859,11720,12139,14121,6976,7145,2973,1421,1552,2450,1129,1321,4623,2177,2446
29,Tlaxcala,1,NO,Concentrado 2,446499,229814,216685,22889,11387,11502,147657,24566,12118,12448,49282,24315,24967,25384,12530,12854,9462,4622,4840,1637,775,862,2065,906,1159,2680,1443,1237
29,Tlaxcala,2,NO,Concentrado 1,449226,231658,217568,19679,9743,9936,134083,22106,10936,11170,45378,22298,23080,23258,11478,11780,8283,4039,4244,1825,844,981,1779,801,978,22077,11021,11056
29,Tlaxcala,3,NO,Concentrado 2,447252,231611,215641,21391,10656,10735,139400,23835,11824,12011,46763,22916,23847,23385,11598,11787,9369,4563,4806,1589,729,860,1569,671,898,2417,1291,1126
30,Veracruz de Ignacio de la Llave,1,NO,Muy Disperso 1,347295,175795,171500,15205,7558,7647,102606,17332,8516,8816,34302,16664,17638,17758,8763,8995,6199,3081,3118,1106,522,584,1225,547,678,9847,4783,5064
30,Veracruz de Ignacio de la Llave,10,NO,Altamente Concentrado 2,405276,217492,187784,13158,6474,6684,100256,16703,8274,8429,34199,16981,17218,17457,8563,8894,5056,2455,2601,1123,522,601,909,416,493,2245,1137,1108
30,Veracruz de Ignacio de la Llave,11,NO,Concentrado 2,387593,201429,186164,15058,7427,7631,104412,19125,9365,9760,35101,17214,17887,17401,8450,8951,6523,3189,3334,1435,704,731,1170,564,606,6702,3594,3108
30,Veracruz de Ignacio de la Llave,12,NO,Concentrado 2,410802,217159,193643,11870,5822,6048,90936,14895,7337,7558,31420,15380,16040,16182,8008,8174,5387,2692,2695,1944,939,1005,1517,697,820,2264,1166,1098
30,Veracruz de Ignacio de la Llave,13,NO,Disperso 2,412770,212102,200668,18372,9103,9269,121190,19906,9769,10137,42415,20764,21651,20290,9963,10327,8862,4365,4497,2358,1105,1253,2979,1356,1623,3111,1639,1472
30,Veracruz de Ignacio de la Llave,14,NO,Disperso 2,375514,193746,181768,18216,8925,9291,119612,21099,10293,10806,40569,19987,20582,19813,9746,10067,9049,4377,4672,2096,1006,1090,2576,1230,1346,24142,12325,11817
30,Veracruz de Ignacio de la Llave,15,NO,Concentrado 2,441068,232123,208945,20859,10377,10482,139947,22437,11243,11194,47630,23627,24003,24194,11949,12245,9155,4542,4613,2663,1287,1376,3753,1682,2071,13174,7070,6104
30,Veracruz de Ignacio de la Llave,16,NO,Concentrado 2,419375,219888,199487,17351,8528,8823,120940,20037,9952,10085,41555,20587,20968,20917,10551,10366,8398,4147,4251,2136,1063,1073,2099,983,1116,4549,2468,2081
30,Veracruz de Ignacio de la Llave,17,NO,Disperso 1,388534,201810,186724,16832,8339,8493,114352,18823,9284,9539,39658,19593,20065,19591,9773,9818,7450,3709,3741,2247,1061,1186,2364,1114,1250,27083,14159,12924
30,Veracruz de Ignacio de la Llave,18,SI,Disperso 1,434163,224597,209566,23716,11809,11907,152480,24515,12275,12240,51323,25370,25953,26579,13215,13364,9896,4868,5028,2224,1014,1210,4427,2013,2414,176549,90906,85643
30,Veracruz de Ignacio de la Llave,19,NO,Disperso 1,411509,214484,197025,17236,8595,8641,118892,19555,9571,9984,40251,19780,20471,20346,9868,10478,7765,3740,4025,2484,1238,1246,2744,1408,1336,1280,634,646
30,Veracruz de Ignacio de la Llave,2,SI,Muy Disperso 1,363687,187770,175917,17097,8576,8521,121527,18718,9273,9445,40663,20100,20563,22667,11071,11596,4972,2412,2560,1111,522,589,1839,833,1006,174597,90736,83861
30,Veracruz de Ignacio de la Llave,20,NO,Disperso 1,417106,217544,199562,18373,9022,9351,127911,21563,10681,10882,43527,21555,21972,22023,10895,11128,7085,3426,3659,1677,784,893,1987,988,999,78723,40967,37756
30,Veracruz de Ignacio de la Llave,3,NO,Disperso 1,345564,178284,167280,14542,7307,7235,100130,16663,8318,8345,34418,17054,17364,17132,8372,8760,6682,3316,3366,1289,643,646,1143,522,621,14246,7133,7113
30,Veracruz de Ignacio de la Llave,4,NO,Concentrado 1,470921,246230,224691,15362,7638,7724,122304,20096,9947,10149,43261,21081,22180,21595,10726,10869,7724,3759,3965,2232,1045,1187,1724,799,925,3105,1642,1463
30,Veracruz de Ignacio de la Llave,5,NO,Concentrado 2,336051,177441,158610,12735,6314,6421,92449,15617,7820,7797,31811,15835,15976,15846,7846,8000,6304,3063,3241,1429,669,760,1153,546,607,9119,4881,4238
30,Veracruz de Ignacio de la Llave,6,SI,Disperso 1,400805,206820,193985,17660,8820,8840,124793,19935,9761,10174,43041,21085,21956,21983,10690,11293,7394,3552,3842,1658,781,877,2366,1137,1229,107706,55926,51780
30,Veracruz de Ignacio de la Llave,7,NO,Disperso 1,417404,215605,201799,21359,10589,10770,139169,22585,11070,11515,47662,23475,24187,23594,11660,11934,11022,5335,5687,2158,984,1174,3259,1427,1832,2443,1242,1201
30,Veracruz de Ignacio de la Llave,8,NO,Disperso 1,463852,238355,225497,18358,8954,9404,130908,21425,10635,10790,44975,22164,22811,22724,11259,11465,8021,3984,4037,1929,929,1000,2263,1034,1229,1639,779,860
30,Veracruz de Ignacio de la Llave,9,NO,Concentración Media,413290,212131,201159,19387,9525,9862,134121,21732,10791,10941,46226,22706,23520,23297,11528,11769,9129,4521,4608,1751,809,942,2670,1211,1459,979,485,494
31,Yucatán,1,SI,Disperso 1,418179,209291,208888,22477,11125,11352,140753,23216,11510,11706,46498,23048,23450,24248,11942,12306,6546,3220,3326,1135,522,613,2064,997,1067,192917,93880,99037
31,Yucatán,2,SI,Concentración Media,470084,236064,234020,20765,10264,10501,140937,24242,11943,12299,48132,23899,24233,23889,11870,12019,7457,3590,3867,1488,699,789,1702,771,931,75083,35817,39266
31,Yucatán,3,NO,Concentrado 1,509721,262185,247536,20337,10019,10318,137315,23579,11740,11839,46160,22726,23434,23170,11420,11750,6570,3309,3261,1416,654,762,1293,585,708,41734,21280,20454
31,Yucatán,4,NO,Concentrado 1,481916,251836,230080,14583,7092,7491,105375,17335,8426,8909,34708,17175,17533,18699,9229,9470,3380,1607,1773,989,492,497,690,333,357,29021,15358,13663
31,Yucatán,5,SI,Disperso 1,440998,221243,219755,22989,11341,11648,142542,24764,12243,12521,48013,23616,24397,23441,11547,11894,6639,3176,3463,1241,598,643,2176,1049,1127,186337,91635,94702
32,Zacatecas,1,NO,Disperso 1,401248,204384,196864,23355,11498,11857,139298,24319,11972,12347,47677,23798,23879,22546,11229,11317,9832,4850,4982,2085,988,1097,2588,1140,1448,1078,504,574
32,Zacatecas,2,NO,Muy Disperso 1,382209,195915,186294,20205,10044,10161,124394,21525,10760,10765,42410,21037,21373,20747,10199,10548,6628,3300,3328,1249,575,674,1976,859,1117,2158,1017,1141
32,Zacatecas,3,NO,Disperso 2,388643,198960,189683,19795,9818,9977,123235,21509,10599,10910,41270,20365,20905,20568,10062,10506,6216,3018,3198,1386,657,729,1903,834,1069,1039,438,601
32,Zacatecas,4,NO,Disperso 1,450038,231821,218217,25078,12460,12618,157757,27970,13733,14237,53946,26701,27245,25884,12613,13271,8580,4090,4490,1320,606,714,2053,804,1249,730,306,424
